WORKORDERID,ACTUALSTARTDATE,ACTUALFINISHDATE,UNITSACCOMP,WOXCOORDINATE,WOYCOORDINATE
429485,9/11/2013  12:00:00 AM,9/11/2013  12:00:00 AM,137,376384,10672431
429487,9/12/2013  12:00:00 AM,9/12/2013  12:00:00 AM,136,367168,10685083
429488,9/12/2013  12:00:00 AM,9/12/2013  12:00:00 AM,465,382300,10666639
429494,9/17/2013  12:00:00 AM,9/17/2013  12:00:00 AM,243,358140,10688758
429512,9/17/2013  12:00:00 AM,9/17/2013  12:00:00 AM,289,386843,10660645
429517,9/18/2013  12:00:00 AM,9/18/2013  12:00:00 AM,210,433823,10658159
429548,9/18/2013  12:00:00 AM,9/18/2013  12:00:00 AM,389,368260,10676658
429549,9/18/2013  12:00:00 AM,9/18/2013  12:00:00 AM,148,369393,10689233
429564,9/19/2013  12:00:00 AM,9/19/2013  12:00:00 AM,276,382969,10660584
429568,9/19/2013  12:00:00 AM,9/19/2013  12:00:00 AM,216,369789,10682236
429594,9/13/2013  12:00:00 AM,9/13/2013  12:00:00 AM,353,427966,10642262
429604,9/17/2013  12:00:00 AM,9/17/2013  12:00:00 AM,254,392319,10670827
429633,9/19/2013  12:00:00 AM,9/19/2013  12:00:00 AM,137,446446,10646411
429639,9/23/2013  12:00:00 AM,9/23/2013  12:00:00 AM,540,366701,10676172
429641,9/21/2013  12:00:00 AM,9/21/2013  12:00:00 AM,626,364912,10683287
429643,9/20/2013  12:00:00 AM,9/20/2013  12:00:00 AM,620,366633,10675938
429645,9/24/2013  12:00:00 AM,9/24/2013  12:00:00 AM,569,367259,10682491
429650,9/19/2013  12:00:00 AM,9/19/2013  12:00:00 AM,179,449149,10649371
429735,9/20/2013  12:00:00 AM,9/20/2013  12:00:00 AM,194,416623,10662205
429743,9/3/2013  12:00:00 AM,9/3/2013  12:00:00 AM,395,358910,10691909
429747,9/20/2013  12:00:00 AM,9/20/2013  12:00:00 AM,211,443417,10655890
429783,9/4/2013  12:00:00 AM,9/4/2013  12:00:00 AM,722,360015,10677113
429813,9/24/2013  12:00:00 AM,9/24/2013  12:00:00 AM,256,358477,10677610
429817,9/25/2013  12:00:00 AM,9/25/2013  12:00:00 AM,244,356433,10681105
429819,9/25/2013  12:00:00 AM,9/25/2013  12:00:00 AM,241,372482,10689230
429844,9/18/2013  12:00:00 AM,9/18/2013  12:00:00 AM,200,398441,10668135
429858,9/21/2013  12:00:00 AM,9/21/2013  12:00:00 AM,108,416317,10662749
429867,9/21/2013  12:00:00 AM,9/21/2013  12:00:00 AM,120,419216,10665556
434454,9/17/2013  12:00:00 AM,9/17/2013  12:00:00 AM,365,431007,10636879
434586,9/19/2013  12:00:00 AM,9/19/2013  12:00:00 AM,221,425013,10649850
434618,10/23/2013  12:00:00 AM,10/23/2013  12:00:00 AM,380,420527,10716025
434637,10/24/2013  12:00:00 AM,10/24/2013  12:00:00 AM,358,422535,10717145
434650,10/25/2013  12:00:00 AM,10/25/2013  12:00:00 AM,440,410295,10695214
434659,10/26/2013  12:00:00 AM,10/26/2013  12:00:00 AM,396,408474,10695535
434747,10/24/2013  12:00:00 AM,10/24/2013  12:00:00 AM,237,424154,10641848
434813,10/24/2013  12:00:00 AM,10/24/2013  12:00:00 AM,165,434203,10658727
434829,10/24/2013  12:00:00 AM,10/24/2013  12:00:00 AM,165,432870,10653521
434842,10/28/2013  12:00:00 AM,10/28/2013  12:00:00 AM,99,420510,10649494
434959,10/28/2013  12:00:00 AM,10/28/2013  12:00:00 AM,84,440144,10646454
434962,10/23/2013  12:00:00 AM,10/23/2013  12:00:00 AM,348,355288,10689094
434963,10/28/2013  12:00:00 AM,10/28/2013  12:00:00 AM,96,427078,10662011
434964,10/23/2013  12:00:00 AM,10/23/2013  12:00:00 AM,825,352560,10691262
439625,12/2/2013  12:00:00 AM,12/2/2013  12:00:00 AM,160,401358,10664016
439802,11/26/2013  12:00:00 AM,11/26/2013  12:00:00 AM,132,450308,10634549
439807,11/26/2013  12:00:00 AM,11/26/2013  12:00:00 AM,94,442676,10654880
439839,11/27/2013  12:00:00 AM,11/27/2013  12:00:00 AM,77,444698,10637708
439903,12/3/2013  12:00:00 AM,12/3/2013  12:00:00 AM,235,397497,10675708
440026,12/2/2013  12:00:00 AM,12/2/2013  12:00:00 AM,370,445673,10659151
440027,12/2/2013  12:00:00 AM,12/2/2013  12:00:00 AM,135,435489,10658892
440030,12/2/2013  12:00:00 AM,12/2/2013  12:00:00 AM,125,371737,10677041
440040,12/3/2013  12:00:00 AM,12/3/2013  12:00:00 AM,164,365897,10701074
440069,12/3/2013  12:00:00 AM,12/3/2013  12:00:00 AM,,414733,10664358
440071,12/3/2013  12:00:00 AM,12/3/2013  12:00:00 AM,350,434898,10654413
440073,12/3/2013  12:00:00 AM,12/3/2013  12:00:00 AM,935,414851,10663937
440076,12/3/2013  12:00:00 AM,12/3/2013  12:00:00 AM,,414851,10663937
440112,12/4/2013  12:00:00 AM,12/4/2013  12:00:00 AM,320,423334,10722164
445997,1/23/2014  12:00:00 AM,1/23/2014  12:00:00 AM,200,386394,10657560
446005,1/23/2014  12:00:00 AM,1/23/2014  12:00:00 AM,118,386741,10654663
446103,1/27/2014  12:00:00 AM,1/27/2014  12:00:00 AM,410,400356,10689720
428291,9/5/2013  12:00:00 AM,9/5/2013  12:00:00 AM,395,408358,10694278
428344,9/9/2013  12:00:00 AM,9/9/2013  12:00:00 AM,183,,
428416,9/9/2013  12:00:00 AM,9/9/2013  12:00:00 AM,235,423334,10725298
428423,9/10/2013  12:00:00 AM,9/10/2013  12:00:00 AM,97,402566,10654825
428709,9/12/2013  12:00:00 AM,9/12/2013  12:00:00 AM,136,405658,10694898
432730,10/14/2013  12:00:00 AM,10/14/2013  12:00:00 AM,240,370540,10685736
432750,10/14/2013  12:00:00 AM,10/14/2013  12:00:00 AM,99,426028,10661932
432801,10/15/2013  12:00:00 AM,10/15/2013  12:00:00 AM,396,425874,10633661
432992,10/15/2013  12:00:00 AM,10/15/2013  12:00:00 AM,225,439836,10659023
433010,10/8/2013  12:00:00 AM,10/8/2013  12:00:00 AM,600,401635,10696796
433021,10/9/2013  12:00:00 AM,10/9/2013  12:00:00 AM,410,408228,10696785
433024,10/10/2013  12:00:00 AM,10/10/2013  12:00:00 AM,435,406751,10696081
433031,10/14/2013  12:00:00 AM,10/14/2013  12:00:00 AM,394,408221,10706591
433034,10/4/2013  12:00:00 AM,10/4/2013  12:00:00 AM,660,429435,10642104
433037,10/7/2013  12:00:00 AM,10/7/2013  12:00:00 AM,155,431080,10638056
433040,10/9/2013  12:00:00 AM,10/9/2013  12:00:00 AM,729,365643,10687705
433048,9/4/2013  12:00:00 AM,9/4/2013  12:00:00 AM,187,432615,10662784
433051,9/4/2013  12:00:00 AM,9/4/2013  12:00:00 AM,184,440885,10656022
433108,10/16/2013  12:00:00 AM,10/16/2013  12:00:00 AM,129,424048,10668090
437431,11/12/2013  12:00:00 AM,11/12/2013  12:00:00 AM,"1,440.00",421001,10657825
437462,11/12/2013  12:00:00 AM,11/12/2013  12:00:00 AM,169,420510,10652932
437464,11/12/2013  12:00:00 AM,11/12/2013  12:00:00 AM,137,443806,10655408
437588,11/12/2013  12:00:00 AM,11/12/2013  12:00:00 AM,678,434898,10654413
437712,11/11/2013  12:00:00 AM,11/11/2013  12:00:00 AM,260,370116,10682362
437740,11/13/2013  12:00:00 AM,11/13/2013  12:00:00 AM,"1,440.00",420580,10657685
437746,11/13/2013  12:00:00 AM,11/13/2013  12:00:00 AM,143,429089,10637391
441316,12/11/2013  12:00:00 AM,12/11/2013  12:00:00 AM,903,424462,10644366
441367,12/11/2013  12:00:00 AM,12/11/2013  12:00:00 AM,164,435617,10661182
441507,12/9/2013  12:00:00 AM,12/9/2013  12:00:00 AM,284,362846,10693369
441512,12/9/2013  12:00:00 AM,12/9/2013  12:00:00 AM,49,382428,10656338
441702,12/16/2013  12:00:00 AM,12/16/2013  12:00:00 AM,340,424227,10716858
441747,12/16/2013  12:00:00 AM,12/16/2013  12:00:00 AM,429,410607,10656517
444897,1/15/2014  12:00:00 AM,1/15/2014  12:00:00 AM,250,403238,10690985
444901,1/15/2014  12:00:00 AM,1/15/2014  12:00:00 AM,920,435040,10621230
444936,1/15/2014  12:00:00 AM,1/15/2014  12:00:00 AM,277,438791,10648169
444953,1/15/2014  12:00:00 AM,1/15/2014  12:00:00 AM,195,430031,10661588
444989,1/13/2014  12:00:00 AM,1/13/2014  12:00:00 AM,302,365883,10684950
445065,1/14/2014  12:00:00 AM,1/14/2014  12:00:00 AM,195,376916,10671282
445139,1/15/2014  12:00:00 AM,1/15/2014  12:00:00 AM,145,397763,10660841
445153,1/16/2014  12:00:00 AM,1/16/2014  12:00:00 AM,162,392761,10661175
445156,1/16/2014  12:00:00 AM,1/16/2014  12:00:00 AM,280,409227,10697692
445188,1/15/2014  12:00:00 AM,1/15/2014  12:00:00 AM,56,355269,10692823
445257,1/16/2014  12:00:00 AM,1/16/2014  12:00:00 AM,864,430802,10628548
445339,1/16/2014  12:00:00 AM,1/16/2014  12:00:00 AM,170,444093,10659307
445358,1/16/2014  12:00:00 AM,1/16/2014  12:00:00 AM,94,449975,10634251
445360,1/16/2014  12:00:00 AM,1/16/2014  12:00:00 AM,370,369761,10676522
445378,1/21/2014  12:00:00 AM,1/21/2014  12:00:00 AM,625,423334,10737299
449142,2/12/2014  12:00:00 AM,2/12/2014  12:00:00 AM,24,431159,10655328
449149,2/12/2014  12:00:00 AM,2/12/2014  12:00:00 AM,32,445147,10655610
449243,2/6/2014  12:00:00 AM,2/6/2014  12:00:00 AM,,444248,10656034
449246,2/7/2014  12:00:00 AM,2/7/2014  12:00:00 AM,64,445284,10655600
449248,2/7/2014  12:00:00 AM,2/7/2014  12:00:00 AM,48,440012,10665589
449279,2/13/2014  12:00:00 AM,2/13/2014  12:00:00 AM,32,440202,10656708
449361,2/13/2014  12:00:00 AM,2/13/2014  12:00:00 AM,85,410661,10707315
453295,3/18/2014  12:00:00 AM,3/18/2014  12:00:00 AM,538,417904,10646114
453356,3/13/2014  12:00:00 AM,3/13/2014  12:00:00 AM,310,362340,10693822
453360,3/13/2014  12:00:00 AM,3/13/2014  12:00:00 AM,278,381775,10663009
453399,3/17/2014  12:00:00 AM,3/17/2014  12:00:00 AM,116,359987,10690209
453402,3/17/2014  12:00:00 AM,3/17/2014  12:00:00 AM,104,362915,10693369
453619,3/19/2014  12:00:00 AM,3/19/2014  12:00:00 AM,162,425319,10660718
453642,3/19/2014  12:00:00 AM,3/19/2014  12:00:00 AM,312,423775,10638418
453777,3/20/2014  12:00:00 AM,3/20/2014  12:00:00 AM,"1,404.00",435180,10640588
505470,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,20,409716,10691836
505471,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,20,412297,10697650
505472,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,117,409302,10710027
505476,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,20,406591,10710579
505477,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,10,408602,10707940
505478,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,30,407974,10711744
505479,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,20,407805,10708416
505480,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,10,403906,10708168
505483,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,30,417464,10707389
505484,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,10,408882,10709709
505485,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,25,407941,10708174
505618,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,8,351065,10690282
505620,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,3,351065,10690282
505622,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,23,351065,10690282
505623,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,18,351065,10690282
505626,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,9,351065,10690282
505628,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,12,350955,10691843
505630,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,16,350846,10692003
505632,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,68,358500,10685783
505640,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,28,351234,10682958
505643,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,15,351552,10691809
505646,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,9,354765,10690228
505648,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,34,355257,10690201
505650,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,25,360854,10679272
505651,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,12,360854,10679272
505653,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,57,360684,10679467
505658,4/13/2015  12:00:00 AM,4/13/2015  12:00:00 AM,25,358653,10681790
508557,4/30/2015  12:00:00 AM,4/30/2015  12:00:00 AM,89,443106,10641767
508559,4/30/2015  12:00:00 AM,4/30/2015  12:00:00 AM,66,444178,10640587
508561,4/30/2015  12:00:00 AM,4/30/2015  12:00:00 AM,18,434323,10648660
508563,4/30/2015  12:00:00 AM,4/30/2015  12:00:00 AM,40,435275,10647645
508594,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,55,407140,10708696
508596,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,98,415306,10709809
508597,5/5/2015  12:00:00 AM,5/5/2015  12:00:00 AM,45,415306,10709809
508606,4/27/2015  12:00:00 AM,4/27/2015  12:00:00 AM,35,392233,10670259
508607,4/27/2015  12:00:00 AM,4/27/2015  12:00:00 AM,120,397062,10668791
508610,4/27/2015  12:00:00 AM,4/27/2015  12:00:00 AM,146,394265,10672786
508646,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,110,392286,10663497
508649,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,126,390597,10664147
508651,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,12,390620,10662183
508654,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,28,391684,10662707
508655,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,80,391504,10662974
508705,4/29/2015  12:00:00 AM,4/29/2015  12:00:00 AM,12,407088,10661922
508707,4/29/2015  12:00:00 AM,4/29/2015  12:00:00 AM,111,409222,10659720
508710,4/29/2015  12:00:00 AM,4/29/2015  12:00:00 AM,12,405805,10661115
508712,4/29/2015  12:00:00 AM,4/29/2015  12:00:00 AM,31,411306,10659038
508714,4/29/2015  12:00:00 AM,4/29/2015  12:00:00 AM,70,410095,10660506
508715,4/29/2015  12:00:00 AM,4/29/2015  12:00:00 AM,80,410883,10661633
508763,5/1/2015  12:00:00 AM,5/1/2015  12:00:00 AM,119,403456,10658355
508765,5/1/2015  12:00:00 AM,5/1/2015  12:00:00 AM,18,401139,10656525
508767,5/1/2015  12:00:00 AM,5/1/2015  12:00:00 AM,109,398605,10661233
508769,5/1/2015  12:00:00 AM,5/1/2015  12:00:00 AM,50,404338,10657809
508772,5/1/2015  12:00:00 AM,5/1/2015  12:00:00 AM,49,403928,10657032
508773,5/1/2015  12:00:00 AM,5/1/2015  12:00:00 AM,56,402911,10658006
508777,5/1/2015  12:00:00 AM,5/1/2015  12:00:00 AM,40,401035,10657215
508779,5/1/2015  12:00:00 AM,5/1/2015  12:00:00 AM,98,402285,10654400
508782,4/30/2015  12:00:00 AM,4/30/2015  12:00:00 AM,42,396005,10662346
508785,4/30/2015  12:00:00 AM,4/30/2015  12:00:00 AM,48,393134,10661665
508788,4/30/2015  12:00:00 AM,4/30/2015  12:00:00 AM,68,390597,10664147
508789,4/30/2015  12:00:00 AM,4/30/2015  12:00:00 AM,106,391504,10662974
508808,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,168,435384,10629545
508810,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,143,435384,10629545
508812,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,250,435384,10629545
508815,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,9,425645,10644936
508816,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,7,425645,10644936
508817,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,6,427419,10634474
508818,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,13,427858,10630836
508819,4/28/2015  12:00:00 AM,4/28/2015  12:00:00 AM,5,428526,10629412
450882,2/26/2014  12:00:00 AM,2/26/2014  12:00:00 AM,424,442645,10643615
450918,2/25/2014  12:00:00 AM,2/25/2014  12:00:00 AM,178,427325,10636386
450933,2/25/2014  12:00:00 AM,2/25/2014  12:00:00 AM,164,426189,10643456
450953,2/26/2014  12:00:00 AM,2/26/2014  12:00:00 AM,168,431704,10630106
450957,2/26/2014  12:00:00 AM,2/26/2014  12:00:00 AM,167,421149,10643941
454496,3/26/2014  12:00:00 AM,3/26/2014  12:00:00 AM,225,424480,10659750
454511,3/26/2014  12:00:00 AM,3/26/2014  12:00:00 AM,110,408817,10691133
454515,3/26/2014  12:00:00 AM,3/26/2014  12:00:00 AM,220,407701,10700906
454672,3/26/2014  12:00:00 AM,3/26/2014  12:00:00 AM,159,431158,10632331
454694,3/26/2014  12:00:00 AM,3/26/2014  12:00:00 AM,312,371246,10674018
454768,3/27/2014  12:00:00 AM,3/27/2014  12:00:00 AM,360,407433,10705885
454922,3/27/2014  12:00:00 AM,3/27/2014  12:00:00 AM,150,429071,10647934
454932,3/27/2014  12:00:00 AM,3/27/2014  12:00:00 AM,179,438405,10634477
459153,4/21/2014  12:00:00 AM,4/21/2014  12:00:00 AM,310,430167,10631766
459283,4/22/2014  12:00:00 AM,4/22/2014  12:00:00 AM,160,402914,10663754
459325,4/22/2014  12:00:00 AM,4/22/2014  12:00:00 AM,246,426778,10644576
459415,4/23/2014  12:00:00 AM,4/23/2014  12:00:00 AM,160,402347,10664315
459428,4/22/2014  12:00:00 AM,4/22/2014  12:00:00 AM,210,439513,10647930
459435,4/22/2014  12:00:00 AM,4/22/2014  12:00:00 AM,280,403918,10702455
459459,4/17/2014  12:00:00 AM,4/17/2014  12:00:00 AM,271,385253,10659655
459472,4/23/2014  12:00:00 AM,4/23/2014  12:00:00 AM,231,435961,10651752
459474,4/23/2014  12:00:00 AM,4/23/2014  12:00:00 AM,212,436588,10649180
459480,4/23/2014  12:00:00 AM,4/23/2014  12:00:00 AM,320,400205,10693852
459507,4/17/2014  12:00:00 AM,4/17/2014  12:00:00 AM,268,375773,10677701
459513,4/21/2014  12:00:00 AM,4/21/2014  12:00:00 AM,284,381470,10656960
459515,4/21/2014  12:00:00 AM,4/21/2014  12:00:00 AM,196,381281,10658740
459549,4/22/2014  12:00:00 AM,4/22/2014  12:00:00 AM,315,385503,10658846
459553,4/22/2014  12:00:00 AM,4/22/2014  12:00:00 AM,388,352748,10684520
459604,4/24/2014  12:00:00 AM,4/24/2014  12:00:00 AM,245,416482,10710224
459623,4/24/2014  12:00:00 AM,4/24/2014  12:00:00 AM,160,399280,10664378
463231,5/19/2014  12:00:00 AM,5/19/2014  12:00:00 AM,56,451811,10641989
463252,5/19/2014  12:00:00 AM,5/19/2014  12:00:00 AM,"1,170.00",444178,10640587
463311,5/20/2014  12:00:00 AM,5/20/2014  12:00:00 AM,305,408022,10695319
463329,5/20/2014  12:00:00 AM,5/20/2014  12:00:00 AM,480,408300,10659431
463383,5/20/2014  12:00:00 AM,5/20/2014  12:00:00 AM,"1,060.00",443809,10639292
463386,5/20/2014  12:00:00 AM,5/20/2014  12:00:00 AM,23,451445,10643601
463409,5/15/2014  12:00:00 AM,5/15/2014  12:00:00 AM,263,358367,10691380
463415,5/15/2014  12:00:00 AM,5/15/2014  12:00:00 AM,184,373498,10676892
463435,5/19/2014  12:00:00 AM,5/19/2014  12:00:00 AM,257,379882,10667792
463438,5/19/2014  12:00:00 AM,5/19/2014  12:00:00 AM,496,344916,10699500
463550,5/21/2014  12:00:00 AM,5/21/2014  12:00:00 AM,480,400884,10660380
463552,5/21/2014  12:00:00 AM,5/21/2014  12:00:00 AM,280,403079,10698739
463596,5/21/2014  12:00:00 AM,5/21/2014  12:00:00 AM,122,444213,10653906
463597,5/21/2014  12:00:00 AM,5/21/2014  12:00:00 AM,900,444178,10640587
467927,6/10/2014  12:00:00 AM,6/10/2014  12:00:00 AM,624,355417,10693803
467933,6/10/2014  12:00:00 AM,6/10/2014  12:00:00 AM,287,387301,10653579
467948,6/23/2014  12:00:00 AM,6/23/2014  12:00:00 AM,310,411507,10704641
467966,6/23/2014  12:00:00 AM,6/23/2014  12:00:00 AM,239,431923,10655341
467968,6/23/2014  12:00:00 AM,6/23/2014  12:00:00 AM,600,446035,10658540
468023,6/23/2014  12:00:00 AM,6/23/2014  12:00:00 AM,160,394735,10668821
468068,6/18/2014  12:00:00 AM,6/18/2014  12:00:00 AM,480,426661,10633186
468074,6/18/2014  12:00:00 AM,6/18/2014  12:00:00 AM,672,426452,10633492
468116,6/19/2014  12:00:00 AM,6/19/2014  12:00:00 AM,60,438375,10634716
468158,6/11/2014  12:00:00 AM,6/11/2014  12:00:00 AM,331,385661,10655326
468168,6/11/2014  12:00:00 AM,6/11/2014  12:00:00 AM,458,385362,10653179
468224,6/23/2014  12:00:00 AM,6/23/2014  12:00:00 AM,189,426661,10633186
468232,6/12/2014  12:00:00 AM,6/12/2014  12:00:00 AM,432,386810,10653508
468235,6/24/2014  12:00:00 AM,6/24/2014  12:00:00 AM,145,401965,10699974
468236,6/12/2014  12:00:00 AM,6/12/2014  12:00:00 AM,316,370089,10671736
468249,6/24/2014  12:00:00 AM,6/24/2014  12:00:00 AM,166,436322,10657557
468252,6/24/2014  12:00:00 AM,6/24/2014  12:00:00 AM,600,446035,10658540
468259,6/24/2014  12:00:00 AM,6/24/2014  12:00:00 AM,88,392157,10673289
446156,1/27/2014  12:00:00 AM,1/27/2014  12:00:00 AM,243,401942,10669773
446339,1/23/2014  12:00:00 AM,1/23/2014  12:00:00 AM,200,436063,10657071
446344,1/23/2014  12:00:00 AM,1/23/2014  12:00:00 AM,180,428323,10662906
446442,1/27/2014  12:00:00 AM,1/27/2014  12:00:00 AM,165,391970,10680679
446448,1/27/2014  12:00:00 AM,1/27/2014  12:00:00 AM,456,377568,10674066
446463,1/28/2014  12:00:00 AM,1/28/2014  12:00:00 AM,230,405364,10691163
446472,1/28/2014  12:00:00 AM,1/28/2014  12:00:00 AM,120,402419,10690677
450979,2/26/2014  12:00:00 AM,2/26/2014  12:00:00 AM,234,354227,10689849
451106,2/27/2014  12:00:00 AM,2/27/2014  11:59:00 AM,49,373958,10697565
451170,2/27/2014  12:00:00 AM,2/27/2014  12:00:00 AM,,354227,10689945
451194,2/27/2014  12:00:00 AM,2/27/2014  12:00:00 AM,112,448545,10655018
451258,2/27/2014  12:00:00 AM,2/27/2014  12:00:00 AM,211,421129,10644388
451260,2/27/2014  12:00:00 AM,2/27/2014  12:00:00 AM,335,431947,10640154
451265,3/3/2014  12:00:00 AM,3/3/2014  12:00:00 AM,121,449981,10659368
451314,3/3/2014  12:00:00 AM,3/3/2014  12:00:00 AM,450,428920,10638085
451325,3/3/2014  12:00:00 AM,3/3/2014  12:00:00 AM,168,423142,10638151
451371,2/28/2014  12:00:00 AM,2/28/2014  12:00:00 AM,128,446164,10655129
451439,3/3/2014  12:00:00 AM,3/3/2014  12:00:00 AM,263,354448,10689674
451456,3/3/2014  12:00:00 AM,3/3/2014  12:00:00 AM,,388950,10662650
451475,1/31/2014  12:00:00 AM,1/31/2014  12:00:00 AM,116,444132,10656261
451503,3/4/2014  12:00:00 AM,3/4/2014  12:00:00 AM,136,450095,10654749
451511,3/4/2014  12:00:00 AM,3/4/2014  12:00:00 AM,32,440391,10666654
451518,3/4/2014  12:00:00 AM,3/4/2014  12:00:00 AM,142,427386,10655729
457424,4/9/2014  12:00:00 AM,4/9/2014  12:00:00 AM,157,429059,10657572
457527,4/10/2014  12:00:00 AM,4/10/2014  12:00:00 AM,160,397866,10662593
457671,4/10/2014  12:00:00 AM,4/10/2014  12:00:00 AM,207,432348,10656286
457795,4/9/2014  12:00:00 AM,4/9/2014  12:00:00 AM,171,427790,10635471
457799,4/9/2014  12:00:00 AM,4/9/2014  12:00:00 AM,270,429071,10647934
457813,4/10/2014  12:00:00 AM,4/10/2014  12:00:00 AM,320,431636,10639062
457814,4/10/2014  12:00:00 AM,4/10/2014  12:00:00 AM,190,421188,10640321
457843,4/14/2014  12:00:00 AM,4/14/2014  12:00:00 AM,180,435274,10636123
457849,4/14/2014  12:00:00 AM,4/14/2014  12:00:00 AM,250,407664,10701527
457859,4/14/2014  12:00:00 AM,4/14/2014  12:00:00 AM,207,429071,10647934
457877,4/14/2014  12:00:00 AM,4/14/2014  12:00:00 AM,130,403456,10658355
457936,4/14/2014  12:00:00 AM,4/14/2014  12:00:00 AM,720,418200,10663667
462310,5/13/2014  12:00:00 AM,5/13/2014  12:00:00 AM,198,433844,10631591
462313,5/13/2014  12:00:00 AM,5/13/2014  12:00:00 AM,176,437661,10639747
462332,5/13/2014  12:00:00 AM,5/13/2014  12:00:00 AM,285,378184,10669279
462338,5/13/2014  12:00:00 AM,5/13/2014  12:00:00 AM,278,378558,10668284
462362,5/14/2014  12:00:00 AM,5/14/2014  12:00:00 AM,594,433844,10631591
462367,5/14/2014  12:00:00 AM,5/14/2014  12:00:00 AM,224,437661,10639747
462530,5/15/2014  12:00:00 AM,5/15/2014  12:00:00 AM,78,427127,10648713
467326,6/17/2014  12:00:00 AM,6/17/2014  12:00:00 AM,178,442816,10656911
467345,6/17/2014  12:00:00 AM,6/17/2014  12:00:00 AM,143,391920,10668971
467356,6/17/2014  12:00:00 AM,6/17/2014  12:00:00 AM,190,415832,10709102
467416,6/17/2014  12:00:00 AM,6/17/2014  12:00:00 AM,532,426101,10633580
467427,6/17/2014  12:00:00 AM,6/17/2014  12:00:00 AM,675,427831,10639264
467516,6/18/2014  12:00:00 AM,6/18/2014  12:00:00 AM,310,401346,10700580
467542,6/18/2014  12:00:00 AM,6/18/2014  12:00:00 AM,148,391755,10667641
467626,6/18/2014  12:00:00 AM,6/18/2014  12:00:00 AM,191,431369,10653120
